form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00495028,500529510,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,Ste 324,Santa Monica,CA,904055297,,,2024-08-30,16000.00,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500521310,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-01,1051.96,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500529520,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,,,2024-08-30,47600.00,0.00,Digital Advertising,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500521320,,,ORG,Industriouso,,,,,,119 W 24th St,Fl 4,New York,NY,100111913,,,2024-08-02,896.99,0.00,Rent,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500524320,,,ORG,MVAR Media LLC,,,,,,1199 N Fairfax St,Ste 220,Alexandria,VA,223141437,,,2024-08-09,7588.91,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500529530,,,ORG,Trilogy Interactive LLC,,,,,,2052 University Ave,Ste 600,Berkeley,CA,947041006,,,2024-08-30,50000.00,0.00,Digital Advertising,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500524330,,,ORG,MVAR Media LLC,,,,,,1199 N Fairfax St,Ste 220,Alexandria,VA,223141437,,,2024-08-12,8723.25,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500529430,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,,,2024-08-29,259200.00,0.00,Television Advertising,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500524940,,,ORG,NYSIF,,,,,,PO Box 66699,Albany,Albany,NY,122066699,,,2024-08-21,297.51,0.00,Insurance,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500528370,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-29,93.63,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500525280,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-08-23,31899.52,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500531490,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,,,2024-08-30,58248.00,0.00,Digital Advertsing,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500529511,,,ORG,Left Hook,,,,,,2601 Ocean Park Blvd,Ste 324,Santa Monica,CA,904055297,,,2024-08-30,16000.00,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500521311,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-05,8239.03,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500524311,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-08-08,39423.07,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
