form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00404301,EB7177,,,ORG,Group Fore Production,,,,,,"1259 El Camino Real, #153",,Menlo Park,CA,94025,,,2024-07-02,350.83,,Club Memorabilia,003,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7181,,,ORG,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,,,2024-07-05,74.00,,Member Communication,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7180,,,ORG,Intuit,,,,,,2700 Coast Avenue,,Mountain View,CA,94043,,,2024-07-08,30.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7175,,,ORG,Pacific Palisades Post,,,,,,839 Via De La Paz,,Pacific Palisades,CA,90272,,,2024-07-10,490.00,,Club Advertisement,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7178,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2024-07-16,56.16,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7179,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2024-07-25,14.99,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7185,,,ORG,Nation Builder,,,,,,PO Box 811428,,Los Angeles,CA,90081,,,2024-07-31,75.55,,Merchant Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7176,,,ORG,Palisades Americanism Parade Association,,,,,,P.O. Box 1776,,Pacific Palisades,CA,90272,,,2024-08-02,408.62,,Event Sponsorship,004,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7174,,,ORG,"Sed Quaere, LP",,,,,,333 N. Lantana Street,,Camarillo,CA,93010,,,2024-08-02,2100.00,,Professional Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7276,,,ORG,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,,,2024-08-05,74.00,,Member Communication,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7275,,,ORG,Intuit,,,,,,2700 Coast Avenue,,Mountain View,CA,94043,,,2024-08-07,30.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7270,,,ORG,GoDaddy.com,,,,,,14455 N. Hayden Rd.,,Scottsdale,AZ,85260,,,2024-08-08,23.88,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00404301,EB7267,,,ORG,Northern Sun,,,,,,2916 E Lake St,,Minneapolis,MN,55406,,,2024-08-16,151.00,,Memorabilia,003,,,,,,,,,,,,,,,,,,,
