form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00436998,SB21B.5620,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-09-30,43.45,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5623,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-10-29,63.20,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5624,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-11-12,169.85,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5625,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-11-19,237.00,,Total earmarked though conduit; PAC limit not affected,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5626,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-11-26,3.95,,Total earmarked though conduit; PAC limit not affected,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5627,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-11-30,130.35,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5628,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-12-17,40.33,,Total earmarked though conduit; PAC limit not affected,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5633,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2023,,2023-12-31,201.45,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5525,,,ORG,Authorize.net,,,,,,10800 NE 8th Street,Suite 600,Bellevue,WA,98004,O2023,,2023-09-05,25.00,,Credit Card Processing Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5528,,,ORG,Authorize.net,,,,,,10800 NE 8th Street,Suite 600,Bellevue,WA,98004,O2023,,2023-10-03,25.00,,Credit Card Processing Fees,003,,,,,,,,,,,,,,,,,,,
