form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00860023,EB87,,,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,G2024,,2024-07-29,3000.00,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB84,,,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-07-30,6000.00,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB89,,,ORG,CitiBank Choice,,,,,,Box 9001037,,Louisville,KY,40290,,,2024-08-02,5173.75,,See below,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,XB12EB89,EB89,SB21B,ORG,Blaze Business Systems,,,,,,2023 Alegria Dr,,El Cajon,CA,92021,,,2024-08-02,3929.84,,Printing,,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB13EB89,EB89,SB21B,ORG,Costco Business Center,,,,,,150 So Ben Ave,,San Marcos,CA,92078,,,2024-08-02,224.91,,Mailing supplies,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB14EB89,EB89,SB21B,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-08-02,1019.00,,Voter list data processing,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,EB90,,,ORG,CitiBank Choice,,,,,,Box 9001037,,Louisville,KY,40290,,,2024-08-31,4400.00,,See below,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,XB19EB90,EB90,SB21B,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-08-31,400.00,,Postage,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB18EB90,EB90,SB21B,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-08-31,500.00,,Printing,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB17EB90,EB90,SB21B,ORG,Amazon Marketplace,,,,,,410 Terry Ave N,,Seattle,WA,98109,,,2024-08-31,1000.00,,Mailing supplies,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB16EB90,EB90,SB21B,ORG,Costco Business Center,,,,,,150 So Ben Ave,,San Marcos,CA,92078,,,2024-08-31,500.00,,Mailing supplies,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,XB15EB90,EB90,SB21B,ORG,Blaze Business Systems,,,,,,2023 Alegria Dr,,El Cajon,CA,92021,,,2024-08-31,2000.00,,Printing,001,,,,,,,,,,,,CitiBank Choice,Box 9001037,,Louisville,KY,40290,X,
SB21B,C00860023,EB92,,,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-09-07,12892.22,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,XB20EB92,EB92,SB21B,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-09-07,12892.22,,Postage,001,,,,,,,,,,,,Neyenesch Printers,2750 Kettner Blvd,,San Diego,CA,92101,X,
SB21B,C00860023,EB91,,,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-09-09,3000.00,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB95,,,ORG,Capitol Media,,,,,,7947 Hemingway Ave,,San Diego,CA,92120,,,2024-09-26,2050.00,,Voter list access,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB99,,,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-09-30,9334.91,,Mail handling,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB98,,,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-09-30,16756.63,,Printing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB100,,,ORG,Neyenesch Printers,,,,,,2750 Kettner Blvd,,San Diego,CA,92101,,,2024-09-30,46687.36,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,XB21EB100,EB100,SB21B,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-09-30,46687.36,,Postage,001,,,,,,,,,,,,Neyenesch Printers,2750 Kettner Blvd,,San Diego,CA,92101,X,
SB21B,C00860023,EB101,,,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-09-30,8000.00,,Postage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00860023,EB102,,,ORG,U. S. Postal Service,,,,,,11251 Rancho Carmel Dr,,San Diego,CA,92199,,,2024-09-30,37000.00,,Postage,001,,,,,,,,,,,,,,,,,,,
