form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00448852,B854020,,,CCM,Barclays,,,,,,400 Jefferson Park 1st Floor,,Whippany,NJ,07981,P2024,,2023-09-07,3158.90,,Contribution,011,C00393629,,H4NC10047,McHenry,Patrick,,,,H,NC,10,,,,,,,,"In-kind: Fundraiser - Food, facility, salary and transportation."
SB23,C00448852,B861308,,,CCM,Andy Barr for Congress Inc.,,,,,,PO Box 2059,,Lexington,KY,40588,P2024,,2023-12-04,2500.00,,Contribution,011,C00467571,,H0KY06104,Barr,Andy,,,,H,KY,06,,,,,,,,
SB23,C00448852,B861305,,,CCM,Bill Foster for Congress Committee,,,,,,P.O. Box 9104,,Aurora,IL,60598,P2024,,2023-12-04,2500.00,,Contribution,011,C00435099,,H8IL14067,Foster,Bill,G,,,H,IL,11,,,,,,,,
SB23,C00448852,B861309,,,CCM,Blaine for Congress,,,,,,PO Box 98,,St. Elizabeth,MO,65075,P2024,,2023-12-04,4000.00,,Contribution,011,C00458679,,H8MO09153,Luetkemeyer,Blaine,,,,H,MO,03,,,,,,,,
SB23,C00448852,B861304,,,CCM,Brittany Pettersen for Colorado,,,,,,PO BOX 150887,,Lakewood,CO,80215,P2024,,2023-12-04,2500.00,,Contribution,011,C00637215,,H8CO07045,Pettersen,Brittany,,,,H,CO,07,,,,,,,,
SB23,C00448852,B861307,,,CCM,French Hill for Arkansas,,,,,,PO BOX 7841,,Little Rock,AR,72217,P2024,,2023-12-04,2500.00,,Contribution,011,C00551275,,H4AR02141,Hill,French,,,,H,AR,02,,,,,,,,
SB23,C00448852,B861306,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Ave. Suite 535,,Jamaica,NY,11432,P2024,,2023-12-04,5000.00,,Contribution,011,C00329375,,H8NY06048,Meeks,Gregory,W,,,H,NY,05,,,,,,,,
SB23,C00448852,B861311,,,CCM,Garbarino for Congress,,,,,,PO BOX 101,,Bayport,NY,11705,P2024,,2023-12-04,2500.00,,Contribution,011,C00729954,,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00448852,B861312,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2023-12-04,2500.00,,Contribution,011,C00412304,,S6MT00162,Tester,Jon,,,,S,MT, ,,,,,,,,
SB23,C00448852,B861313,,,CCM,Peters for Michigan,,,,,,P.O. Box 15854,,Washington,DC,20003,P2026,,2023-12-04,1500.00,,Contribution,011,C00437889,,S4MI00355,Peters,Gary,,,,S,MI, ,,,,,,,,
SB23,C00448852,B861315,,,CCM,Rosen for Nevada,,,,,,P.O. Box 15854,,Washington,DC,20003,P2024,,2023-12-04,5000.00,,Contribution,011,C00606939,,S8NV00156,Rosen,Jacky,,,,S,NV, ,,,,,,,,
SB23,C00448852,B861314,,,CCM,Ted Budd for Senate,,,,,,PO Box 97127,,Raleigh,NC,27624,P2028,,2023-12-04,5000.00,,Contribution,011,C00614776,,S2NC00505,Budd,Theodore (Ted) P.,,,,S,NC, ,,,,,,,,
SB23,C00448852,B861310,,,CCM,Young Kim for Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,P2024,,2023-12-04,2500.00,,Contribution,011,C00665638,,H8CA39240,Kim,Young,,,,H,CA,40,,,,,,,,
SB23,C00448852,B861598,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2023-12-07,5000.00,,Contribution,011,C00573949,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
