form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00852012,SB21B.18,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-02,192.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.10,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREETSUITE 1770,,NEW ORLEANS,LA,70112,,,2024-10-03,387.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.19,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-03,537.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.20,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-05,41.02,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.21,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-06,403.20,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.14,,,ORG,PA TRAVEL LLC,,,,,,"999 FREEPORT ROAD, #1072",,PITTSBURGH,PA,15238,,,2024-10-07,2295.48,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.22,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-07,1393.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.23,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-08,848.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.24,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22219,,,2024-10-09,32.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.16,,,ORG,GR PRO LLC,,,,,,316 NW 61ST ST,,OKLAHOMA CITY,OK,73118,,,2024-10-10,3825.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.13,,,ORG,PA TRAVEL LLC,,,,,,"999 FREEPORT ROAD, #1072",,PITTSBURGH,PA,15238,,,2024-10-10,14578.78,,TRAVEL / TRAVEL MANAGEMENT SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.17,,,ORG,SHANNA WOODBURY CONSULTING LLC,,,,,,PO BOX 120697,,ST PAUL,NM,55112,,,2024-10-10,9355.50,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00852012,SB21B.1,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET ,,NEW YORK ,NY,10285,,,2024-10-11,18273.17,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
