form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00504530,SB.3,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-01,1.50,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.1,,,ORG,PCI Payment Solutions,,,,,,902 Chinquapin,,McLean,VA,22102,,,2024-04-01,50.50,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.2,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-01,11.47,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.218,,,ORG,Capitol Computer Exchange,,,,,,4487 Forbes Boulevard,,Lanham,MD,20706,,,2024-04-02,91.58,,Computer services,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.5,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-02,6.75,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.207,,,ORG,Dickinson Wright PLLC,,,,,,1825 Eye Street NW,Suite 900,Washington,DC,20006,,,2024-04-02,5819.50,,Legal services,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.219,,,ORG,First National Bank,,,,,,P.O. Box 2557,,Omaha,NE,68103,,,2024-04-02,2040.80,,Credit card payment - see memo entries,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.220,SB.219,,ORG,Cloudflare,,,,,,101 Townsend St,,San Francisco,CA,94107,,,2024-04-02,106.00,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.226,SB.219,,ORG,FedEx,,,,,,942 South Shady Grove Road,,Memphis,TN,38120,,,2024-04-02,46.95,,Printing and shipping services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.221,SB.219,,ORG,Go Daddy.com,,,,,,14455 North Hayden Road,Suite 219,Scottsdale,AZ,85260,,,2024-04-02,381.13,,Domain name services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.222,SB.219,,ORG,Microsoft,,,,,,One Microsoft Way,,Redmond,WA,98052,,,2024-04-02,444.14,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.224,SB.219,,ORG,Stamps.com,,,,,,4301 Bull Creek Road,,Austin,TX,78731,,,2024-04-02,63.58,,Postage,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.225,SB.219,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-02,99.00,,Merchant services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.223,SB.219,,ORG,WP Engine,,,,,,504 Lavaca Street,Suite 1000,Austin,TX,78701,,,2024-04-02,850.00,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.208,,,ORG,Jones Day,,,,,,51 Louisiana Ave. NW,,Washington,DC,20001,,,2024-04-02,8850.00,,Legal services,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.264,,,ORG,Prospect Strategic Communications,,,,,,3033 Wilson Blvd.,Suite E-116,Arlington,VA,22201,,,2024-04-02,17590.75,,Research services,005,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.4,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-02,18.16,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.201,,,ORG,CMDI,,,,,,1593 Spring Hill Road,Suite 400,Tysons Corner,VA,22182,,,2024-04-03,1265.75,,Donor database services,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.7,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-03,2.75,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.8,,,ORG,Right Country Lists,,,,,,117 North Saint Asaph Street,,Alexandria,VA,22314,,,2024-04-03,17.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.279,,,ORG,"Strategic Advance Services, LLC",,,,,,611 Pennsylvania Ave. SE,Suite 267,Washington,DC,20003,,,2024-04-03,30276.72,,Travel and event planning services,002,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.6,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-03,29.02,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.228,,,ORG,American Action Network,,,,,,1747 Pennsylvania Ave. NW,5th Floor,Washington,DC,20006,,,2024-04-04,53899.52,,"Cost share payment - rent, labor, overhead",001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.11,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-04,3.50,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.10,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-04,10.24,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.9,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-04,57.81,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.13,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-05,2.25,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.265,,,ORG,Look Ahead Strategies,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2024-04-05,75000.00,,Research services,005,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.12,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-05,18.45,,Merchant Fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.15,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-08,8.75,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.17,,,ORG,Convert Digital LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-08,7.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.16,,,ORG,Red Fog Media LLC,,,,,,1209 Orange Street,,Wilmington,DE,19801,,,2024-04-08,10.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.14,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-08,40.85,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.19,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-09,1.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.18,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-09,6.71,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.20,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-10,37.36,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.23,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-11,5.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.25,,,ORG,Convert Digital LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-11,35.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.24,,,ORG,Red Fog Media LLC,,,,,,1209 Orange Street,,Wilmington,DE,19801,,,2024-04-11,50.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.21,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-11,208.07,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.22,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-11,15.25,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.280,,,IND,,Conston,Daniel,,,,1747 Pennsylvania Ave. NW,5th Floor,Washington,DC,20006,,,2024-04-12,6603.65,,Travel reimbursement - see memo entries,002,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.282,SB.280,,ORG,American Airlines,,,,,,1 Skyview Drive,,Fort Worth,TX,76155,,,2024-04-12,908.30,,Air travel services,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.284,SB.280,,ORG,Carey International,,,,,,4530 Wisconsin Ave NW,,Washington,DC,20016,,,2024-04-12,1557.16,,Ground transportation,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.283,SB.280,,ORG,Delta Airlines,,,,,,1030 Delta Boulevard,,Atlanta,GA,30354,,,2024-04-12,274.30,,Air travel services,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.286,SB.280,,ORG,Hilton,,,,,,7930 Jones Branch Drive,,McLean,VA,22102,,,2024-04-12,365.64,,Food and beverage,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.285,SB.280,,ORG,Marriott,,,,,,7750 Wisconsin Ave.,,Bethesda,MD,20814,,,2024-04-12,2600.19,,Lodging,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.281,SB.280,,ORG,United Airlines,,,,,,233 S Wacker Drive,,Chicago,IL,60606,,,2024-04-12,431.98,,Air travel services,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.27,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-12,3.75,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.194,,,ORG,Targeted Victory,,,,,,2311 Wilson Blvd,Suite 200,Arlington,VA,22201,,,2024-04-12,44476.39,,Media consulting,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.26,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd.,Suite 530,Arlington,VA,22209,,,2024-04-12,17.35,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.266,,,ORG,America Rising LLC,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2024-04-15,101255.00,,Research services,005,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.267,,,ORG,Capital Research Group,,,,,,PO Box 7530,,Arlington,VA,22207,,,2024-04-15,30000.00,,Research services,005,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.29,,,ORG,Convergence Media LLC,,,,,,130 N Fayette Street,,Alexandria,VA,22314,,,2024-04-15,2.75,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.262,,,ORG,Cygnal LLC,,,,,,1600 K St. NW,Suite 530,Washington,DC,20006,,,2024-04-15,19500.00,,Polling,005,,,,,,,,,,,,  ,,,,,,,Non-contribution account
