form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00820035,B-176,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-10-23,80.60,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-189,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-10-27,111.20,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-191,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-10-28,20.30,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-198,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-11-04,20.30,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-203,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-11-11,12.30,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-205,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,G2024,,2024-11-11,40.30,,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-209,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,G2024,,2024-11-01,150.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-201,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,G2024,,2024-11-11,150.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-174,,,ORG,Mason Strategies,,,,,,4512 40th Street North,,Arlington,VA,22207,G2024,,2024-10-21,2500.00,,Fundraising consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-177,,,ORG,Mason Strategies,,,,,,4512 40th Street North,,Arlington,VA,22207,G2024,,2024-10-23,2158.13,,Staff reimbursement: see memo,003,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-199,,,ORG,Mason Strategies,,,,,,4512 40th Street North,,Arlington,VA,22207,G2024,,2024-11-05,2474.83,,Fundraising consulting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-206,,,IND,,Schwartz,Laura,A,,,55 Overlook Drive,,Ridgefield,CT,06877,G2024,,2024-11-11,2750.00,,Accounting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00820035,B-178,B-177,,ORG,The Union League Club,,,,,,38 East 37th Street,,New York,NY,10016,G2024,,2024-10-23,2158.13,,Fundraiser expenses,003,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Mason Strategies
SB21B,C00820035,B-210,,,ORG,Usps,,,,,,17 Main Street,,South Salem,NY,10590,G2024,,2024-11-01,373.45,,Postage,001,,,,,,,,,,,,,,,,,,,
