form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00610840,500448920,,,ORG,Capital One,,,,,,PO Box 71083,,Charlotte,NC,282721083,,,2023-01-06,58.30,0.00,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500448921,500448920,SB21B,ORG,Intuit Merchant Services,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-01-06,58.30,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00610840,500453860,,,ORG,"Capitol Compliance Associates, Inc.",,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2023-01-31,408.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500467051,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-05-26,105.62,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500463991,,,ORG,"Capitol Compliance Associates, Inc.",,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2023-04-11,180.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500461552,,,ORG,Capital One,,,,,,PO Box 71083,,Charlotte,NC,282721083,,,2023-04-08,58.30,0.00,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500461553,500461552,SB21B,ORG,Intuit Merchant Services,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2023-04-08,58.30,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00610840,500465882,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-04-26,105.73,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500467303,,,ORG,"Capitol Compliance Associates, Inc.",,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2023-06-06,84.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500470313,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-06-26,105.63,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00610840,500467293,,,ORG,Capital One,,,,,,PO Box 71083,,Charlotte,NC,282721083,,,2023-06-07,58.30,0.00,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
