form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00846444,SB21B.4241,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-01-02,1270.39,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4242,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-01-02,50.61,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4245,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-01-12,726.46,,Printing,,C00846444,DRAIN THE SWAMP PAC,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4247,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-01-25,778.28,,Printing,,C00846444,DRAIN THE SWAMP PAC,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4248,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-02-05,42.98,,Printing,,C00846444,DRAIN THE SWAMP PAC,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4249,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-02-06,382.50,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4251,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-02-10,151.30,,Printing,,C00846444,DRAIN THE SWAMP PAC,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4253,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-02-20,31.07,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4254,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-02-25,19.55,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4256,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-03-16,401.01,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4257,,,ORG,Driven Promotions,,,,,,19806 Wolf Rd,Suite 106,Mokena,IL,60448,P2024,,2024-03-18,56.23,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00846444,SB21B.4244,,,ORG,"Woodfin Law Offices, PLLC",,,,,,7151 Richmond Road,Suite 201A,Williamsburg,VA,23188,P2024,,2024-01-02,4387.10,,Legal Services,,,,,,,,,,,,,,,,,,,,
